time,x,y,z,v_x,v_y,v_z,phi,theta,psi,omega_x,omega_y,omega_z,w,zeta,m,I_x,I_y,I_z,C,u_thrust,u_phi,u_theta,u_psi,u_w,u_zeta,g,beta,r,r_x,r_y,a,gamma,v_x_dot,v_y_dot,q,alpha,u_x,u_y
0.0,0.0,0.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.7453292519943295,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,9.667649431003172,0.08029531529604422,0.044717799838758884,0.04445322394958835,-6.902278313895965e-17,-0.0024973287240635336,1.2,0.0,0.6,0.6,0.0,4.951472092362321,-1.155267057924759,-0.09993908086339397,0.2265057831928078,0.24757360461811606,1.9863255956650343,0.0,-0.0
0.1,0.1195243286047798,0.0010892871527894432,2.0248395735276996,1.1910445937562901,0.015175921264613786,0.4963822616454303,0.0102850042822538,0.005699222337474309,0.004842097494336242,0.20538947475072367,0.11454176646521144,0.09625370182208946,4.6,1.7450795191219235,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,15.975889547062078,-0.03018497699353352,-0.04635642038868975,-0.028479978982183674,-3.1454509076130954e-16,2.6450656493989117e-05,1.191141273276313,0.012741000757230099,0.5882645167790218,0.5882167700235323,0.007494875872153227,4.928386803265464,-1.160298826006689,-0.05133648652580901,0.02775144262321537,0.058357325302691734,2.6460109751427696,0.09104483803290825,-0.16430919556152043
0.2,0.23846754247383242,0.0036534681788684864,2.083456285064499,1.1889092854278216,0.014481942939585424,0.6758512942189108,0.027016078567738095,0.011116838003418339,0.011473567203296344,0.12807657045856002,-0.0038676505473593387,0.03458655687082058,4.6,1.745082164187572,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,20.14254716023727,-0.048030636129517044,0.011276258291802031,-0.04725018701560899,-5.066881146878907e-16,0.0037493056176757305,1.1889974834488923,0.012180262140690325,0.5706851120286806,0.5706427794768997,0.006950922389589324,4.92089634491808,-1.166765467629487,0.015689704906175793,-0.08680258516158781,0.0882091584291426,4.891209821598395,0.22383511164989622,-0.5441064433065602
0.30000000000000004,0.35741983895926216,0.006074756592455288,2.1495948167846137,1.1906995237572062,0.007464779920893925,0.6469800640673247,0.03365951400896135,0.01223046311692619,0.009852340927653965,0.005185476762917151,0.024984539686112757,-0.06772335471615455,4.6,1.7454570947493404,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,22.63908497892293,-0.05268803564929358,0.07675692966255304,0.002940342329401182,-6.388620450703064e-16,0.00014908332235234344,1.1907229227720886,0.006269156892473749,0.5539290072131753,0.5539181218990223,0.003472645106234402,4.93024311335773,-1.1651821560799078,0.040592816557976696,-0.07483084898321288,0.08513185488204729,5.2094256654392845,0.27672275857001144,-0.7618767159733715
0.4,0.47682862392284026,0.0072802602856117905,2.206632757875828,1.1999317378404342,0.0015766717582525534,0.4939105121867289,0.027341437520918412,0.024749922092317342,0.0037799745594923845,-0.12948781428631692,0.22145851449431586,-0.0613566886190003,4.6,1.7454720030815751,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,23.870075672232574,-0.020783151272971298,-0.14040157008782694,0.053196959067557836,-8.49374389933996e-16,-0.004018680480803364,1.1999327736880085,0.001313967120921735,0.5437845375064134,0.5437840680818702,0.0007145147975462423,4.946004060359933,-1.1584345495081243,0.1960519701960814,-0.03335774975251665,0.198869591658244,6.114651810653689,0.5905014155722307,-0.6525608714164881
0.5,0.5980621523668544,0.007681868058290653,2.2453340276068654,1.2255711580003177,0.0006947166129928496,0.28025549909229247,0.011734261046167637,0.028956550158847034,0.00353425055096346,-0.18260132823150926,-0.13779363559785562,0.053829652910184204,4.6,1.7450701350334943,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,24.229780309062665,0.056347664288411314,-0.2885526524086291,0.04320307516933349,-1.1016183459876336e-15,-0.004192814113042268,1.225571354900812,0.000566851246497602,0.5458303040136337,0.5458302163204478,0.0003094045716366292,4.95696668650183,-1.1539076997589552,0.25041040637132156,0.020452125114558253,0.25124422588539613,6.364678843431133,0.7014645088742676,-0.28431204250891856
0.6000000000000001,0.7212151176225208,0.008901952403224606,2.2617993584337923,1.2274234984672927,0.005049640824379139,0.0491569873747561,0.0007720709783194417,-0.021791354261157487,0.013405444789541504,-0.037389716637291945,-0.8763107239172688,0.14737643187636645,4.6,1.74465085362219,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,24.18423588659422,0.15690068998356504,0.1894477145603173,-0.0747500235844026,-1.3239668481773344e-15,0.005754382542693386,1.2274338855767928,0.004113993533901307,0.5426802695826843,0.5426756771729017,0.002232576822320711,4.942146147642342,-1.1624854839844314,-0.3608580641890607,0.03735178213575746,0.36278602249672376,9.321637026069538,-0.5269653862854047,-0.018671944805833035
0.7000000000000001,0.8406041304964209,0.011961394482817477,2.2553861535122275,1.148402843345033,0.013429378344460898,-0.176496944898703,0.016893922550508367,-0.08519312273732414,0.019777412738003312,0.36496536146328135,-0.3914605750904029,-0.014478341344280238,4.6,1.7452262918764594,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,24.07716602470391,0.07637059004095778,1.0416032355470504,-0.21931078241033664,-1.5430611529450998e-15,0.016714428849699054,1.1484813619757506,0.011693428244591275,0.5092171733817129,0.5091823595514536,0.005954358779558806,4.897384990990789,-1.1818904028216182,-1.1173509921425826,0.047521419396526474,1.1183610888006943,9.382273145411938,-2.048436275189682,-0.4067384299083956
0.8,0.9503828321807171,0.014757783467098076,2.2268709435500837,1.0666941652765627,0.011447770888532598,-0.3942213609402243,0.0642863532113843,0.009895560655711164,-0.0007027586931848591,0.5665992262948597,2.2714804274386173,-0.48934771595775306,4.6,1.7468977347614285,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,24.130075680122545,-0.33168989717305103,0.9294370356285131,-0.1519044842408739,-1.698560516852261e-15,-0.0040892480189405325,1.066755592295339,0.010731596542563487,0.4790379053555363,0.47901032090168455,0.005140742853414994,4.890843201013543,-1.1771857104614962,0.021433565966076012,-0.1839740163642743,0.1852183480307078,11.111554663119348,0.2382834999547053,-1.5501663153343768
0.9,1.062889365047083,0.012301228996397054,2.1769802986531386,1.2530918207421853,-0.01430010352337273,-0.5912545720375852,0.07337827203676192,0.35981742183385795,-0.03993066708037659,-0.2398331525309251,4.648193478972628,-0.8182635432583906,4.6,1.746488809959533,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,24.60663894208527,-0.8963701887732494,-0.7852900787629971,0.33046200043776064,-1.767594979329875e-15,-0.05884838985007954,1.253173413447534,-0.011411360736295527,0.5756475675148974,0.5756100877520354,-0.00656877948423326,5.032448722837595,-1.1100989397663688,4.215779849740136,-0.04026381008624924,4.215972119912278,12.556820166435978,8.640765233713454,-1.8039727523140638
