time,x,y,z,v_x,v_y,v_z,phi,theta,psi,omega_x,omega_y,omega_z,w,zeta,m,I_x,I_y,I_z,C,u_thrust,u_phi,u_theta,u_psi,u_w,u_zeta,g,beta,r,r_x,r_y,a,gamma,v_x_dot,v_y_dot,q,alpha,u_x,u_y
0.0,0.0,0.0,2.0,-1.7757689834162371,-0.29435440804727836,0.0,0.0,0.0,6.118917309329274,0.0,0.0,0.0,5.2,5.497787143782138,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,9.256704825208658,0.17968822309738938,-0.17450329825418248,-0.4406527915341325,1.4007964888677362e-15,-0.006358802126989293,1.8,-2.977324655739481,0.9,-0.8878844917081186,-0.14717720402363918,6.596744571666555,2.7146225752257247,0.30022597965923065,-0.13659047732981108,0.32983722858332776,-0.42697007836406875,0.0,-0.0
0.1,-0.17873335505864602,-0.0009901553735877813,2.025865902158573,-1.7323750598961418,-0.3949923061356123,0.5169189773445039,0.023452852827612964,-0.02183407101954939,6.070949814624073,0.4571887271355252,-0.4491599544656089,-0.9541369249505363,5.2,5.49715126356944,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,15.603214800927958,-0.2054310471189848,0.005692537133068357,-0.840082308030489,4.495708927123596e-15,-0.007535663274069947,1.7768349023070462,-2.917418687155226,0.8770742922390949,-0.8551281987866448,-0.19497455666475527,6.564944277263466,2.7628009854746094,0.5157224201973933,-1.9754524360124577,2.0416615639331144,-1.3154305218746258,-0.3405609501537507,-0.36590635458122495
0.2,-0.35672777516155996,-0.0050049740784549055,2.0875056292982475,-1.6245071348505757,-0.7525314475591017,0.7160401439900003,0.05056745188758441,-0.05840884337007999,5.882772522050301,-0.08351599302739579,-0.43947274816689214,-2.7731508186307527,5.2,5.496397697242033,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,19.97084327709212,-0.36141234408305134,0.04756156560071136,0.8330972687850395,6.945466498918472e-15,0.010603521879445398,1.7903427076249463,-2.707785709275994,0.8576468884669797,-0.778204912145163,-0.3604931344841828,6.5532826740256365,2.956352586254545,1.8444190991669465,-5.108150311676669,5.430937434739445,-1.224290494801386,-1.1643205038217732,-1.009444325366697
0.30000000000000004,-0.5383149621142949,-0.012306462490652894,2.1582242543513677,-1.490397227048366,-1.0869334991630633,0.6984629000432319,0.00853376872020537,-0.08780092705508723,5.693884517759712,-1.021299150432925,-0.30150381035730517,-0.9692614946669972,5.2,5.497458049429977,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,22.807346416913116,0.17906673927411798,0.11491137599346736,1.087453195078676,9.127289127414925e-15,0.006907476095551181,1.8446431432654717,-2.5114774803847513,0.8547041112833108,-0.6905664339761994,-0.503623984843841,6.59079669829111,3.1525280428679414,0.38995500010937456,-1.5476790089046568,1.5960498791436322,-1.3239727184197956,-1.9998614406412722,-0.19463025709195889
0.4,-0.7250433703839244,-0.016702030150837384,2.2202227222412096,-1.5897727544985472,-1.0132300209807483,0.5423983877669487,-0.07308302043771923,-0.10073353336139786,5.715067955854445,-0.5635755476288147,-0.008837651209133598,1.3853797728208854,5.2,5.498148797039538,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,24.51094360245463,0.5609211495122725,0.10143218917011525,0.013530389516372004,1.113252676222847e-14,-0.003002174253362397,1.8852088707521364,-2.57416689946744,0.8491079979800888,-0.7160420162233755,-0.45636413447653607,6.668752810880415,3.1257082935778517,-2.303516288633131,3.098356406122704,3.860828889158357,-4.073084084574903,-2.4583206122836057,1.7897395942373868
0.5,-0.914619996835712,-0.01012730826568925,2.262614712382914,-1.7852677919038713,-0.6779613180567704,0.3051573637740108,-0.07042171113207489,-0.0770485899024446,5.854156452628705,0.8686242623052843,0.2546610406117826,1.4146768622630934,5.2,5.497848579614197,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,25.361834279559435,0.6015041531413544,0.18656536245074617,-0.13832128401803676,1.2992502425888417e-14,0.003583224883460968,1.9096629643972776,-2.7786612412495004,0.8440071364983219,-0.7890286322869721,-0.2996362192583655,6.754850420859446,2.972631625987278,-1.5881093700204574,3.3302083038863626,3.689495726846754,-4.26740794022652,-1.947322139847045,1.784547920057623
0.6000000000000001,-1.1066081337172382,0.004867393703112901,2.2789177570438337,-1.889548353942853,-0.44458862239111197,0.02055420711029924,0.08599108763693467,-0.025045346964070226,5.9811037479815825,2.396247258504158,0.7688847540674333,1.1151724744009404,5.2,5.498206902102546,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,25.961914180297363,-0.014452955689841156,0.347968309255505,-0.3431992254454501,1.4415239875373885e-14,0.00012812243419959958,1.941147090008321,-2.91050749764446,0.8517846175047308,-0.829142845590855,-0.19508761165994135,6.787141312513384,2.8470974101964344,-0.5226141004967666,1.0114897976633161,1.1385240923296356,-4.235488499133739,-0.6477548708351109,-2.229742904907358
0.7000000000000001,-1.3013291925482675,0.007376493355756716,2.2661404012860875,-1.876717129851032,-0.5300547788064977,-0.2648259218993837,0.32483476998400995,0.08133951966737943,6.080933631738134,2.343644440835149,1.6913312202252517,0.37204986198793694,5.2,5.498219714345972,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,26.52250334998356,-1.0131598051513855,0.5927830098444968,-0.5220474715711816,1.5200134339592107e-14,0.0072125807111930815,1.950134675865208,-2.8663253453288924,0.8605533332173334,-0.8281557174418457,-0.23390200294107072,6.641262886476049,2.782892647894477,0.8574732372657123,-2.6686210767815464,2.8029981812462244,-1.2598992007768923,2.0422532331723815,-8.46471532427
0.8,-1.4900099977845058,-0.03366099426070122,2.22808883818479,-1.6836368433702273,-0.9156583581904982,-0.47715817610097094,0.4443281707341241,0.3145582792520738,6.16299004777277,-0.23758813159006936,3.2088598084397004,-0.7583293816541561,5.2,5.498940972417098,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,26.84847099280193,-1.037042689342596,-0.09951950285282705,-1.8201719534646532,1.552854485432994e-14,0.01862987905489094,1.9165237408594193,-2.6434776783938116,0.8601648677620948,-0.7556417026629314,-0.41096133264438384,6.215550985745735,2.764418176785689,3.3701759459301197,-4.655021244527223,5.746939071673351,-0.944152292139496,7.500226485678104,-11.540852386114226
0.9,-1.6446659764464489,-0.13500585424640443,2.173966438612823,-0.8083717384339645,-1.603755090913834,-0.582608968583876,0.19408920455725007,0.6941940063004411,5.987040149729748,-2.738068888767985,3.043804512625771,-4.699512335502413,5.2,5.5008039603225924,2.0,0.039081470224,0.039081470224,0.046183391504,0.1,27.525985253603498,0.04987532174938166,-1.2769532172367284,0.0957730936825586,1.5553768306874027e-14,0.002491344683770858,1.7959663858577057,-2.037678179462311,0.8261242464275053,-0.3718418665882326,-0.7377092223820931,5.468456505315091,2.9899247220760885,17.307264498193184,-6.92842759959259,18.642545786807514,-0.38078138584817534,17.27954106162203,-5.309017178441468
